item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000314,Helmet_Visor,12.3,39.8,34.7,8.49,20,N/A,45,Crew_Quarters
000315,Handheld_Spectrometer,49.7,11.6,26.2,7.55,71,N/A,2619,Lab
000316,Emergency_Beacon,24.7,30.8,15.3,5.82,85,N/A,4426,Command_Center
000317,Water_Purification_Unit,17.5,50.0,25.7,11.24,63,N/A,4369,Crew_Quarters
000318,3D_Printer,47.2,34.7,18.1,14.82,59,N/A,4862,Engineering_Bay
000319,Navigation_Module,23.4,47.7,20.5,11.44,1,N/A,2211,Cockpit
000320,Scientific_Sensor,25.7,39.8,39.4,20.15,2,N/A,1421,Lab
000321,Tool_Kit,11.5,12.3,12.3,6.6,81,N/A,22,Maintenance_Bay
000322,Vacuum_Sealed_Tools,49.6,43.2,19.8,21.21,63,N/A,1576,Maintenance_Bay
000323,Helmet_Visor,35.5,12.2,33.6,7.28,26,N/A,2376,Storage_Bay
000324,Fire_Extinguisher,24.4,39.5,25.5,12.29,77,N/A,132,Engineering_Bay
000325,Antibiotic_Supply,45.6,39.9,14.5,13.19,39,2026-03-14,1690,Lab
000326,Tool_Kit,11.5,20.1,12.6,7.6,28,N/A,5,Storage_Bay
000327,Circuit_Board,13.6,45.6,15.4,4.78,9,N/A,4066,Storage_Bay
000328,Radiation_Shield,29.7,43.4,16.6,10.7,2,N/A,2438,Engineering_Bay
000329,Vacuum_Sealed_Tools,46.6,18.1,38.6,16.28,69,N/A,4334,Maintenance_Bay
000330,Antibiotic_Supply,42.1,23.1,36.8,17.89,96,2027-02-26,4457,Lab
000331,Space_Suit,29.0,26.2,17.4,6.61,88,N/A,2670,Storage_Bay
000332,Solar_Panel,71.6,52.7,3.9,18.5,7,N/A,234,External_Storage
000333,Radiation_Shield,20.8,27.8,46.9,13.56,76,N/A,1150,Engineering_Bay
000334,Water_Bottle,37.7,17.7,20.5,6.84,25,N/A,2007,Storage_Bay
000335,Helmet_Visor,30.4,48.9,43.3,32.18,28,N/A,4283,Storage_Bay
000336,Water_Bottle,39.9,39.0,13.4,10.43,87,N/A,820,Storage_Bay
000337,Water_Bottle,29.7,45.1,37.1,24.85,73,N/A,451,Storage_Bay
000338,Scientific_Sensor,39.8,41.0,31.8,25.95,4,N/A,1691,Lab
000339,EV_Suit_Battery,38.8,48.8,13.7,12.97,43,N/A,955,Storage_Bay
000340,Emergency_Beacon,43.0,37.6,24.1,19.48,17,N/A,326,Command_Center
000341,Protein_Bars,35.7,19.3,40.5,13.95,58,N/A,1118,Crew_Quarters
000342,Laptop,43.2,43.0,16.0,14.86,92,N/A,4564,Crew_Quarters
000343,Water_Purification_Unit,19.3,30.2,10.3,3.0,53,N/A,3951,Crew_Quarters
000344,Research_Samples,27.9,11.8,28.9,2.3,53,N/A,1555,Storage_Bay
000345,Cooling_System,41.6,22.9,23.8,11.34,89,N/A,675,Engineering_Bay
000346,Space_Suit,12.1,33.1,37.1,7.43,50,N/A,1740,Storage_Bay
000347,Tether_Reel,31.1,33.6,27.9,14.58,9,N/A,2819,External_Storage
000348,Medical_Scanner,12.3,32.0,14.4,2.83,90,2026-01-03,24,Medical_Bay
000349,Laptop,43.2,35.0,38.7,29.26,62,N/A,3169,Command_Center
000350,Tool_Kit,29.4,23.8,21.8,5.6,58,N/A,99,Maintenance_Bay
000351,Seed_Packets,18.6,19.8,29.4,7.7,82,N/A,82,Lab
000352,Emergency_Oxygen_Mask,46.5,22.2,39.7,20.49,60,N/A,3505,Medical_Bay
000353,Solar_Panel,53.1,85.4,2.6,17.4,21,N/A,1494,Power_Bay
000354,Pressure_Regulator,47.1,12.7,18.3,5.47,37,N/A,959,Engineering_Bay
000355,Scientific_Sensor,22.2,19.4,47.0,10.12,17,N/A,2330,Cockpit
000356,Communication_Device,24.5,10.1,42.0,5.2,7,N/A,2225,Command_Center
000357,3D_Printer,18.5,42.1,35.9,13.98,82,N/A,2787,Lab
000358,Seed_Packets,24.4,14.9,27.1,3.2,19,N/A,100,Greenhouse
000359,Communication_Device,35.1,13.9,22.5,5.49,62,N/A,2897,Crew_Quarters
000360,Communication_Device,42.8,21.6,25.7,11.88,63,N/A,2180,Crew_Quarters
000361,Handheld_Spectrometer,33.1,29.8,18.2,8.98,27,N/A,4593,Lab
000362,Emergency_Oxygen_Mask,21.0,45.1,39.7,18.8,84,N/A,3604,Crew_Quarters
000363,Battery_Pack,31.8,21.9,46.4,16.16,18,N/A,457,Power_Bay
000364,Thruster_Fuel,43.7,33.9,29.2,21.63,92,N/A,883,Engine_Bay
000365,Protein_Bars,36.3,17.2,27.8,8.68,40,N/A,3446,Crew_Quarters
000366,Tool_Kit,14.0,21.4,24.2,5.4,86,N/A,96,Maintenance_Bay
000367,Lab_Microscope,11.9,27.4,48.6,7.92,13,N/A,529,Lab
000368,Antibiotic_Supply,15.8,47.4,48.8,18.27,60,2027-03-15,3682,Lab
000369,CO2_Scrubber,32.9,28.4,47.9,22.38,99,N/A,399,Life_Support
000370,Oxygen_Cylinder,18.8,29.1,70.4,36.8,43,N/A,3474,Medical_Bay
000371,Scientific_Sensor,45.6,12.2,20.0,5.56,90,N/A,4565,Lab
000372,Microgravity_Lab_Kit,29.1,20.9,27.4,9.3,1,N/A,66,Crew_Quarters
000373,Laptop,41.3,19.4,16.4,6.57,62,N/A,1392,Crew_Quarters
000374,Gyroscope_Module,23.9,40.1,35.0,16.77,52,N/A,2830,Engineering_Bay
000375,Emergency_Beacon,28.6,28.2,25.5,10.28,70,N/A,291,Cockpit
000376,Gyroscope_Module,22.0,44.3,27.7,13.5,77,N/A,383,Engineering_Bay
000377,Asteroid_Sample_Container,26.2,12.1,23.9,7.5,83,N/A,2761,Lab
000378,Emergency_Beacon,49.8,44.8,18.2,20.3,78,N/A,2833,Command_Center
000379,EV_Suit_Battery,40.6,19.4,49.0,19.3,93,N/A,101,Storage_Bay
000380,Oxygen_Cylinder,20.8,29.4,90.0,24.3,49,N/A,251,Airlock
000381,Laptop,28.1,44.6,11.6,7.27,44,N/A,4679,Crew_Quarters
000382,Thruster_Fuel,37.3,34.9,11.8,7.68,94,N/A,1290,Engine_Bay
000383,Water_Purification_Unit,20.7,36.3,25.8,9.69,10,N/A,3286,Life_Support
000384,Medical_Scanner,26.5,23.3,40.9,12.63,98,2025-10-01,40,Lab
000385,Tool_Kit,18.2,27.0,12.9,8.2,70,N/A,1,Maintenance_Bay
000386,First_Aid_Kit,19.2,28.2,27.0,9.8,71,N/A,50,Medical_Bay
000387,Tether_Reel,40.1,12.0,24.2,5.82,85,N/A,4047,Airlock
000388,Microgravity_Lab_Kit,20.3,29.3,26.7,8.1,10,N/A,28,Lab
000389,Circuit_Board,20.3,16.4,39.3,6.54,33,N/A,2958,Storage_Bay
000390,Oxygen_Cylinder,29.2,27.3,82.1,23.0,75,N/A,1262,Airlock
000391,Solar_Panel,87.9,64.0,2.3,10.4,60,N/A,1696,Power_Bay
000392,Radiation_Shield,44.7,22.8,13.5,6.88,78,N/A,4042,Storage_Bay
000393,CO2_Scrubber,21.0,28.3,17.8,5.29,86,N/A,235,Life_Support
000394,CO2_Scrubber,31.8,10.3,33.6,5.5,49,N/A,311,Engineering_Bay
000395,Helmet_Visor,20.4,28.1,47.4,13.59,97,N/A,4254,Storage_Bay
000396,Tool_Kit,23.3,11.5,23.6,7.6,13,N/A,39,Storage_Bay
000397,Solar_Panel,98.4,42.5,2.4,15.5,11,N/A,1841,Power_Bay
000398,Helmet_Visor,18.4,13.8,32.4,4.11,20,N/A,1889,Storage_Bay
000399,Gyroscope_Module,19.9,38.0,21.5,8.13,10,N/A,2647,Cockpit
000400,Water_Bottle,13.1,46.7,43.4,13.28,98,N/A,4739,Crew_Quarters
000401,Oxygen_Cylinder,17.8,15.4,78.2,39.3,18,N/A,330,Medical_Bay
000402,Solar_Panel,62.4,63.7,1.8,8.7,82,N/A,1057,External_Storage
000403,Space_Suit,19.3,25.7,40.8,10.12,49,N/A,2748,Airlock
000404,Helmet_Visor,29.4,43.9,29.3,18.91,92,N/A,3791,Crew_Quarters
000405,Emergency_Beacon,37.4,22.8,46.1,19.66,59,N/A,1629,Command_Center
000406,Medical_Scanner,24.7,12.4,47.0,7.2,25,2026-01-16,69,Lab
000407,Laptop,40.2,40.4,22.3,18.11,51,N/A,3028,Crew_Quarters
000408,Lab_Microscope,27.0,21.5,21.6,6.27,87,N/A,3695,Medical_Bay
000409,Medical_Scanner,38.6,29.4,33.6,19.07,80,2027-03-26,58,Medical_Bay
000410,Circuit_Board,25.8,25.2,20.8,6.76,8,N/A,3467,Engineering_Bay
000411,Thruster_Fuel,39.5,18.3,20.7,7.48,50,N/A,4369,Engine_Bay
000412,Handheld_Spectrometer,27.0,34.0,12.5,5.74,71,N/A,1633,Engineering_Bay
000413,Helmet_Visor,11.8,41.4,11.2,2.74,55,N/A,2300,Storage_Bay
000414,Thruster_Fuel,12.5,15.6,27.9,2.72,90,N/A,396,Engine_Bay
000415,Water_Purification_Unit,26.8,18.6,12.5,3.12,18,N/A,4362,Life_Support
000416,Circuit_Board,30.2,24.4,35.6,13.12,3,N/A,3658,Storage_Bay
000417,Seed_Packets,15.2,11.5,10.3,4.4,32,N/A,54,Greenhouse
000418,Communication_Device,31.2,18.8,44.1,12.93,85,N/A,1362,Command_Center
000419,Laptop,20.3,35.1,42.1,15.0,83,N/A,3796,Command_Center
000420,Communication_Device,41.5,12.7,15.1,3.98,17,N/A,2676,Crew_Quarters
000421,Tether_Reel,41.1,15.8,24.7,8.02,14,N/A,2400,Airlock
000422,Circuit_Board,14.4,48.3,40.5,14.08,42,N/A,3525,Storage_Bay
000423,Vacuum_Sealed_Tools,28.7,23.4,39.3,13.2,62,N/A,4795,Maintenance_Bay
000424,3D_Printer,39.5,30.1,33.7,20.03,41,N/A,754,Engineering_Bay
000425,Research_Samples,19.6,15.7,29.6,6.1,77,N/A,1747,Storage_Bay
000426,Thruster_Fuel,33.5,35.3,20.4,12.06,87,N/A,1018,Engine_Bay
000427,Emergency_Beacon,40.1,29.3,17.5,10.28,6,N/A,1926,Cockpit
000428,Medical_Scanner,41.4,23.6,12.9,6.3,4,2026-02-17,48,Medical_Bay
000429,First_Aid_Kit,10.0,13.0,14.2,7.5,36,N/A,49,Medical_Bay
000430,Medical_Scanner,25.4,29.3,13.6,5.06,53,2025-06-29,92,Lab
000431,CO2_Scrubber,21.7,42.5,44.2,20.38,47,N/A,217,Life_Support
000432,Water_Bottle,42.2,49.9,11.7,12.32,35,N/A,2498,Crew_Quarters
000433,Waste_Management_Kit,25.9,19.0,17.9,7.4,89,N/A,67,Engineering_Bay
000434,Thruster_Fuel,42.3,32.0,20.3,13.74,18,N/A,4661,Engine_Bay
000435,Solar_Panel,58.7,81.2,2.3,14.9,89,N/A,2423,Power_Bay
000436,Antibiotic_Supply,12.4,48.3,18.6,5.57,4,2025-11-10,899,Medical_Bay
000437,Oxygen_Cylinder,15.2,21.8,42.9,19.4,65,N/A,3930,Crew_Quarters
000438,Thruster_Fuel,13.7,44.8,38.1,11.69,43,N/A,2605,Storage_Bay
000439,Medical_Scanner,18.7,21.6,48.6,9.82,35,2025-06-10,78,Medical_Bay
000440,Asteroid_Sample_Container,13.4,23.7,17.3,1.4,71,N/A,3459,Storage_Bay
000441,Tether_Reel,20.9,15.8,17.1,2.82,79,N/A,4013,Airlock
000442,Asteroid_Sample_Container,28.7,18.9,12.3,9.0,13,N/A,3779,Storage_Bay
000443,Microgravity_Lab_Kit,27.4,10.2,23.3,8.5,21,N/A,63,Lab
000444,Vacuum_Sealed_Tools,20.1,24.8,25.2,6.28,2,N/A,817,Maintenance_Bay
000445,Thruster_Fuel,47.4,30.9,17.0,12.45,17,N/A,2116,Storage_Bay
000446,Antibiotic_Supply,39.7,37.4,25.5,18.93,16,2025-05-23,3453,Lab
000447,Medical_Scanner,38.3,35.1,48.1,32.33,83,2025-05-14,51,Lab
000448,Emergency_Beacon,22.3,35.4,13.9,5.49,58,N/A,1464,Command_Center
000449,Scientific_Sensor,37.7,25.6,21.4,10.33,11,N/A,2567,Lab
000450,Gyroscope_Module,49.2,23.8,17.0,9.95,84,N/A,3129,Engineering_Bay
000451,Antibiotic_Supply,15.8,35.0,14.8,4.09,64,2026-05-29,2589,Lab
000452,Radiation_Shield,31.6,42.6,26.2,17.63,62,N/A,4308,Engineering_Bay
000453,Laptop,14.1,21.8,44.7,6.87,70,N/A,282,Command_Center
000454,CO2_Scrubber,10.6,36.2,41.6,7.98,69,N/A,311,Life_Support
000455,Cooling_System,35.9,34.1,27.1,16.59,61,N/A,2366,Engineering_Bay
000456,Emergency_Oxygen_Mask,44.7,12.6,10.7,3.01,98,N/A,4284,Crew_Quarters
000457,Handheld_Spectrometer,47.8,35.5,27.6,23.42,9,N/A,2330,Engineering_Bay
000458,Fire_Extinguisher,21.8,46.7,49.7,25.3,93,N/A,4796,Engineering_Bay
000459,Handheld_Spectrometer,16.5,44.3,10.3,3.76,49,N/A,3494,Lab
000460,Handheld_Spectrometer,43.3,25.7,19.5,10.85,68,N/A,279,Engineering_Bay
000461,Pressure_Regulator,31.4,19.0,36.0,10.74,5,N/A,2726,Engineering_Bay
000462,Solar_Panel,62.7,43.1,4.5,19.8,64,N/A,2108,Power_Bay
000463,Emergency_Beacon,24.4,47.9,12.4,7.25,39,N/A,1344,Command_Center
000464,Radiation_Shield,25.7,21.9,45.8,12.89,60,N/A,1987,Storage_Bay
000465,Waste_Management_Kit,16.6,12.8,23.8,4.1,33,N/A,59,Sanitation_Bay
000466,Seed_Packets,28.4,25.0,19.2,8.0,23,N/A,1,Lab
000467,Thruster_Fuel,20.2,34.3,19.7,6.82,24,N/A,4943,Storage_Bay
000468,Protein_Bars,23.6,23.5,21.9,6.07,54,N/A,2632,Crew_Quarters
000469,Microgravity_Lab_Kit,25.7,22.6,16.9,8.2,21,N/A,31,Crew_Quarters
000470,Navigation_Module,33.9,14.8,12.6,3.16,19,N/A,1337,Command_Center
000471,Water_Bottle,44.9,22.0,34.2,16.89,85,N/A,3508,Crew_Quarters
000472,Asteroid_Sample_Container,25.7,16.5,14.5,4.7,65,N/A,3308,Storage_Bay
000473,Seed_Packets,28.6,17.1,24.1,8.7,68,N/A,87,Lab
000474,Antibiotic_Supply,40.0,12.5,34.7,8.68,96,2026-04-28,1482,Medical_Bay
000475,Laptop,38.5,47.5,22.8,20.85,4,N/A,4878,Crew_Quarters
000476,Handheld_Spectrometer,40.5,30.1,27.1,16.52,93,N/A,4928,Engineering_Bay
000477,CO2_Scrubber,14.8,33.1,27.6,6.76,82,N/A,550,Engineering_Bay
000478,Cooling_System,38.2,40.2,39.9,30.64,10,N/A,3548,Power_Bay
000479,Seed_Packets,19.4,20.7,29.4,5.3,47,N/A,83,Lab
000480,First_Aid_Kit,19.8,15.3,19.0,5.7,81,N/A,45,Medical_Bay
000481,Asteroid_Sample_Container,24.1,25.7,15.9,5.0,6,N/A,737,Storage_Bay
000482,Gyroscope_Module,26.0,15.6,33.8,6.85,21,N/A,3667,Engineering_Bay
000483,Protein_Bars,41.8,41.3,32.1,27.71,19,N/A,2676,Crew_Quarters
000484,Vacuum_Sealed_Tools,31.2,26.7,45.1,18.79,13,N/A,726,Maintenance_Bay
000485,Radiation_Shield,37.6,11.4,12.9,2.76,46,N/A,937,Storage_Bay
000486,Waste_Management_Kit,18.8,29.7,18.9,1.1,20,N/A,79,Engineering_Bay
000487,Asteroid_Sample_Container,10.6,25.8,28.3,6.5,9,N/A,4805,Storage_Bay
000488,Food_Packet,27.3,11.0,28.9,2.6,58,2025-11-21,11,Storage_Bay
000489,Water_Bottle,16.2,41.1,42.9,14.28,35,N/A,3988,Storage_Bay
000490,Waste_Management_Kit,15.8,21.2,23.0,1.4,39,N/A,8,Engineering_Bay
000491,Antibiotic_Supply,48.5,13.8,42.5,14.22,96,2026-08-02,2612,Lab
000492,Lab_Microscope,31.4,19.6,14.0,4.31,83,N/A,2740,Medical_Bay
000493,Handheld_Spectrometer,36.7,27.1,36.5,18.15,76,N/A,2379,Lab
000494,Waste_Management_Kit,21.6,29.5,18.2,7.3,63,N/A,83,Sanitation_Bay
000495,Battery_Pack,43.1,49.8,42.4,45.5,20,N/A,350,Power_Bay
000496,Radiation_Shield,25.9,19.8,23.2,5.95,89,N/A,2096,Engineering_Bay
000497,Vacuum_Sealed_Tools,26.2,24.7,13.9,4.5,26,N/A,4647,Storage_Bay
000498,Scientific_Sensor,12.1,20.9,38.0,4.8,82,N/A,3892,Lab
000499,Space_Suit,34.0,30.4,40.5,20.93,37,N/A,165,Storage_Bay
000500,Cooling_System,20.4,21.2,15.3,3.31,14,N/A,2235,Engineering_Bay
000501,Tool_Kit,12.6,28.9,26.5,6.0,89,N/A,29,Maintenance_Bay
000502,Emergency_Beacon,11.3,21.0,25.9,3.07,40,N/A,4499,Command_Center
000503,Radiation_Shield,31.5,32.9,19.4,10.05,29,N/A,1170,Engineering_Bay
000504,Solar_Panel,98.6,85.7,2.7,16.8,27,N/A,1466,External_Storage
000505,Medical_Scanner,41.3,45.8,31.5,29.79,76,2026-04-22,70,Medical_Bay
000506,Solar_Panel,67.2,90.3,4.7,18.4,35,N/A,3774,Power_Bay
000507,3D_Printer,13.1,45.2,33.4,9.89,44,N/A,502,Lab
000508,Medical_Scanner,32.1,15.5,15.9,3.96,90,2025-08-16,93,Medical_Bay
000509,Space_Suit,18.5,34.9,36.1,11.65,60,N/A,2534,Airlock
000510,Solar_Panel,61.9,75.5,3.4,18.2,100,N/A,2944,External_Storage
000511,Waste_Management_Kit,27.8,24.8,28.0,7.2,59,N/A,99,Sanitation_Bay
000512,CO2_Scrubber,29.5,43.6,36.0,23.15,54,N/A,398,Engineering_Bay
000513,Radiation_Shield,26.2,30.5,17.9,7.15,52,N/A,3465,Engineering_Bay
000514,Fire_Extinguisher,23.1,10.8,23.4,2.92,15,N/A,4870,Engineering_Bay
000515,Navigation_Module,37.8,43.7,44.7,36.92,23,N/A,4571,Cockpit
000516,Fire_Extinguisher,17.9,47.1,41.0,17.28,97,N/A,3679,Engineering_Bay
000517,Emergency_Beacon,14.1,33.3,11.0,2.58,13,N/A,2172,Command_Center
000518,Communication_Device,44.3,30.1,19.0,12.67,55,N/A,114,Command_Center
000519,Pressure_Regulator,23.4,24.4,27.3,7.79,85,N/A,1216,Engineering_Bay
000520,Water_Purification_Unit,27.3,16.0,25.3,5.53,50,N/A,1636,Life_Support
000521,Cooling_System,11.0,32.5,46.5,8.31,5,N/A,3638,Power_Bay
000522,Lab_Microscope,38.4,47.4,23.6,21.48,97,N/A,1948,Medical_Bay
000523,Handheld_Spectrometer,49.6,21.9,20.5,11.13,90,N/A,2798,Engineering_Bay
000524,Vacuum_Sealed_Tools,15.8,16.8,32.7,4.34,14,N/A,338,Maintenance_Bay
000525,Thruster_Fuel,43.7,29.7,10.1,6.55,86,N/A,2061,Engine_Bay
000526,Food_Packet,15.8,19.0,24.1,1.9,77,2025-06-26,81,Crew_Quarters
000527,Asteroid_Sample_Container,22.1,14.8,19.9,8.0,81,N/A,2727,Storage_Bay
000528,Vacuum_Sealed_Tools,10.4,21.1,36.1,3.96,54,N/A,1603,Storage_Bay
000529,First_Aid_Kit,11.5,27.6,28.0,2.8,35,N/A,25,Crew_Quarters
000530,Helmet_Visor,33.3,12.2,38.5,7.82,24,N/A,4265,Storage_Bay
000531,Protein_Bars,33.9,25.9,11.7,5.14,57,N/A,4796,Storage_Bay
000532,Microgravity_Lab_Kit,12.4,18.5,23.2,7.5,89,N/A,10,Lab
000533,Research_Samples,29.7,13.2,28.3,9.7,39,N/A,4622,Storage_Bay
000534,Navigation_Module,19.9,46.5,25.1,11.61,22,N/A,1618,Command_Center
000535,Thruster_Fuel,34.2,39.6,42.7,28.91,62,N/A,2612,Storage_Bay
000536,Scientific_Sensor,38.3,32.4,24.3,15.08,50,N/A,2956,Lab
000537,Tool_Kit,23.1,17.2,14.5,4.9,96,N/A,96,Storage_Bay
000538,LED_Work_Light,27.3,38.4,32.7,17.14,42,N/A,411,Maintenance_Bay
000539,Vacuum_Sealed_Tools,41.7,46.6,11.5,11.17,33,N/A,3550,Storage_Bay
000540,Tool_Kit,26.8,13.9,16.3,2.5,59,N/A,64,Maintenance_Bay
000541,Thruster_Fuel,10.0,28.8,19.5,2.81,29,N/A,4076,Engine_Bay
000542,Tether_Reel,24.4,11.8,43.9,6.32,54,N/A,1924,Airlock
000543,Battery_Pack,33.9,11.3,14.8,2.83,88,N/A,765,External_Storage
000544,Cooling_System,48.9,29.0,37.2,26.38,77,N/A,4729,Power_Bay
000545,Solar_Panel,80.7,63.4,1.2,14.0,61,N/A,2919,Power_Bay
000546,Oxygen_Cylinder,16.9,21.1,89.5,35.2,67,N/A,2196,Airlock
000547,Battery_Pack,39.0,13.9,38.9,10.54,11,N/A,647,External_Storage
000548,Waste_Management_Kit,18.2,20.5,30.0,5.1,50,N/A,73,Engineering_Bay
000549,Research_Samples,15.1,16.9,15.5,9.3,35,N/A,2992,Lab
000550,Food_Packet,21.3,15.3,12.1,1.2,4,2026-01-27,50,Storage_Bay
000551,Cooling_System,48.2,28.0,44.5,30.03,29,N/A,1354,Power_Bay
000552,Lab_Microscope,13.0,38.7,34.7,8.73,50,N/A,2067,Medical_Bay
000553,Helmet_Visor,49.6,24.9,34.9,21.55,17,N/A,4405,Storage_Bay
000554,First_Aid_Kit,18.6,10.9,13.1,6.6,57,N/A,11,Crew_Quarters
000555,Asteroid_Sample_Container,16.5,14.5,14.7,2.9,16,N/A,4581,Lab
000556,Pressure_Regulator,40.4,26.5,11.5,6.16,93,N/A,502,Engineering_Bay
000557,Circuit_Board,40.2,23.2,38.7,18.05,98,N/A,2899,Engineering_Bay
000558,Medical_Scanner,29.2,33.9,48.3,23.91,97,2026-05-10,53,Lab
000559,Scientific_Sensor,12.9,20.4,34.7,4.57,16,N/A,1047,Cockpit
000560,Navigation_Module,49.0,35.6,35.9,31.31,57,N/A,2656,Cockpit
000561,Battery_Pack,48.7,12.4,19.8,5.98,79,N/A,396,Power_Bay
000562,Tool_Kit,14.3,11.5,11.9,2.6,41,N/A,76,Storage_Bay
000563,Seed_Packets,18.3,27.8,11.2,5.5,54,N/A,37,Lab
000564,CO2_Scrubber,34.7,39.9,33.0,22.84,71,N/A,615,Life_Support
000565,Helmet_Visor,17.9,38.5,13.8,4.76,69,N/A,3587,Crew_Quarters
000566,Vacuum_Sealed_Tools,34.0,40.3,38.8,26.58,11,N/A,1073,Maintenance_Bay
000567,Oxygen_Cylinder,21.2,26.8,61.3,28.6,86,N/A,1848,Medical_Bay
000568,Emergency_Oxygen_Mask,42.0,27.4,41.5,23.88,79,N/A,746,Medical_Bay
000569,Fire_Extinguisher,44.8,48.2,44.0,47.51,1,N/A,2289,Engineering_Bay
000570,Battery_Pack,29.4,48.5,14.6,10.41,24,N/A,433,Power_Bay
000571,Pressure_Regulator,16.7,10.6,48.1,4.26,39,N/A,956,Airlock
000572,Asteroid_Sample_Container,29.0,26.8,11.5,4.3,5,N/A,3471,Storage_Bay
000573,Microgravity_Lab_Kit,27.0,29.4,10.3,1.1,54,N/A,14,Crew_Quarters
000574,Medical_Scanner,49.0,20.2,42.9,21.23,95,2025-08-13,98,Lab
000575,Tether_Reel,24.1,24.1,17.9,5.2,93,N/A,1085,External_Storage
000576,Pressure_Regulator,44.4,27.7,34.0,20.91,98,N/A,3931,Airlock
000577,Cooling_System,21.2,34.4,43.1,15.72,10,N/A,3079,Engineering_Bay
000578,Oxygen_Cylinder,20.4,25.2,90.2,26.0,70,N/A,4164,Airlock
000579,LED_Work_Light,24.4,32.6,13.8,5.49,35,N/A,2907,Engineering_Bay
000580,EV_Suit_Battery,33.8,28.1,31.5,14.96,66,N/A,796,Storage_Bay
000581,Gyroscope_Module,33.7,39.5,48.8,32.48,84,N/A,4277,Cockpit
000582,EV_Suit_Battery,33.1,33.9,40.3,22.61,51,N/A,918,Storage_Bay
000583,Tool_Kit,19.5,23.7,27.8,3.5,54,N/A,19,Storage_Bay
000584,Emergency_Beacon,18.6,40.4,33.5,12.59,60,N/A,4895,Cockpit
000585,Tether_Reel,19.5,42.9,12.7,5.31,31,N/A,437,External_Storage
000586,Emergency_Oxygen_Mask,23.0,18.7,19.6,4.21,86,N/A,4818,Medical_Bay
000587,Fire_Extinguisher,25.1,40.6,26.4,13.45,65,N/A,126,Crew_Quarters
000588,Radiation_Shield,27.4,30.3,31.3,12.99,89,N/A,1527,Storage_Bay
000589,Waste_Management_Kit,17.4,23.5,19.3,9.3,9,N/A,98,Sanitation_Bay
000590,Oxygen_Cylinder,26.6,18.6,58.9,40.7,97,N/A,3069,Airlock
000591,Medical_Scanner,41.5,47.4,38.3,37.67,32,2026-12-01,1,Lab
000592,Vacuum_Sealed_Tools,29.8,10.5,12.0,1.88,34,N/A,1616,Maintenance_Bay
000593,Communication_Device,41.4,39.3,28.4,23.1,61,N/A,3559,Crew_Quarters
000594,Pressure_Regulator,15.7,28.9,36.7,8.33,32,N/A,2049,Airlock
000595,Vacuum_Sealed_Tools,15.6,32.6,42.9,10.91,33,N/A,2254,Maintenance_Bay
000596,CO2_Scrubber,16.0,23.4,29.2,5.47,46,N/A,647,Life_Support
000597,Tether_Reel,38.4,49.2,23.5,22.2,59,N/A,3192,Airlock
000598,Asteroid_Sample_Container,13.5,28.3,10.6,8.4,96,N/A,1665,Lab
000599,Laptop,44.7,16.5,41.5,15.3,11,N/A,4363,Crew_Quarters
000600,Seed_Packets,20.6,25.3,17.5,6.5,7,N/A,59,Lab
000601,Tool_Kit,28.2,19.6,26.4,1.7,56,N/A,59,Maintenance_Bay
000602,Seed_Packets,19.1,19.4,16.9,7.6,79,N/A,85,Lab
000603,Battery_Pack,49.1,46.7,11.3,12.96,42,N/A,217,External_Storage
000604,Solar_Panel,63.7,65.7,3.7,7.9,28,N/A,3880,Power_Bay
000605,Laptop,37.8,33.9,47.5,30.43,94,N/A,569,Command_Center
000606,Handheld_Spectrometer,20.0,37.5,39.2,14.7,13,N/A,4686,Lab
000607,Emergency_Beacon,10.7,21.5,42.0,4.83,72,N/A,2459,Cockpit
000608,Water_Bottle,24.6,15.8,43.2,8.4,72,N/A,500,Crew_Quarters
000609,CO2_Scrubber,16.5,31.0,16.0,4.09,54,N/A,939,Life_Support
000610,Radiation_Shield,24.8,33.2,32.6,13.42,57,N/A,869,Engineering_Bay
000611,CO2_Scrubber,47.4,23.1,24.6,13.47,5,N/A,688,Life_Support
000612,Protein_Bars,39.9,43.4,46.6,40.35,85,N/A,1129,Crew_Quarters
000613,Microgravity_Lab_Kit,18.8,28.9,14.3,5.3,13,N/A,70,Lab
000614,Waste_Management_Kit,12.3,24.6,28.4,9.2,2,N/A,70,Engineering_Bay
000615,Cooling_System,40.5,36.5,21.4,15.82,51,N/A,4586,Power_Bay
000616,Laptop,14.9,33.1,37.6,9.27,29,N/A,2490,Crew_Quarters
000617,Medical_Scanner,36.7,36.8,45.0,30.39,32,2025-10-30,81,Lab
000618,LED_Work_Light,43.0,43.7,35.5,33.35,45,N/A,2780,Maintenance_Bay
000619,Oxygen_Cylinder,29.0,26.0,77.4,19.5,15,N/A,1250,Medical_Bay
000620,CO2_Scrubber,10.9,32.3,11.1,1.95,48,N/A,459,Engineering_Bay
000621,Waste_Management_Kit,25.6,17.5,23.2,7.1,52,N/A,35,Sanitation_Bay
000622,Tether_Reel,43.1,20.2,17.9,7.79,51,N/A,3926,External_Storage
000623,Water_Bottle,10.8,14.9,48.8,3.93,47,N/A,329,Crew_Quarters
000624,Thruster_Fuel,38.6,45.7,44.6,39.34,68,N/A,3471,Storage_Bay
